,master_id,first_order_date,last_order_date,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,T_weekly,recency_weekly,frequency,monetary_avg,exp_sales_3_month,exp_sales_6_month,exp_average_value,clv,customer_segment
10499,0cd4b2c8-9eba-11e9-9897-000d3a38a36f,2018-06-22,2020-07-25,4.0,3.0,124.97,428.97,154.0,109.0,7.0,79.0,0.5755263820611173,1.151052764122236,81.05700584022733,97.89341424675432,D
10502,6127e8f6-aaca-11e9-a2fc-000d3a38a36f,2016-10-23,2021-03-13,5.0,1.0,481.85,790.94,240.0,229.0,6.0,212.0,0.38152447690494923,0.7630489538098996,217.28600654718147,173.96098007100738,C
10503,e0e339c0-7143-11ea-adca-000d3a38a36f,2020-03-29,2021-03-04,2.0,1.0,140.97,440.91,61.0,49.0,3.0,194.0,0.6155600179158791,1.2311200358317582,204.00945540673553,263.5229127299688,A
10504,70a4b72e-b177-11e9-89fa-000d3a38a36f,2019-07-02,2020-08-07,3.0,1.0,29.99,163.98,100.0,57.0,4.0,48.0,0.5477181706582936,1.095436341316588,50.632906471563025,58.19527017794296,D
10505,2a3c8728-6737-11ea-9d38-000d3a38a36f,2020-02-08,2021-04-21,2.0,4.0,1459.95,483.82,68.0,63.0,6.0,324.0,0.8341451045373058,1.6682902090746095,331.71021358094254,580.6282085672876,A
10506,f9370e9a-a9aa-11e9-a2fc-000d3a38a36f,2017-01-16,2021-02-26,2.0,3.0,220.86,309.63,228.0,215.0,5.0,106.0,0.35718964209808335,0.7143792841961667,109.60560976928141,82.15411490392422,D
10507,a69434ba-1381-11ea-a001-000d3a38a36f,2019-03-16,2020-11-07,1.0,3.0,255.95,133.32,115.0,86.0,4.0,97.0,0.5049238569352439,1.0098477138704878,101.24119783404582,107.27063409803343,D
10510,86b79240-1953-11ea-b6a2-000d3a38a36f,2020-04-06,2021-05-18,1.0,2.0,369.96,295.95,60.0,58.0,3.0,222.0,0.6200537206088625,1.2401074412177264,233.2483749729617,303.490867146209,A
10512,68fd2e56-5bb4-11ea-9d41-000d3a38a36f,2019-12-21,2020-12-29,3.0,2.0,220.72,1059.94,75.0,53.0,5.0,256.0,0.7167698839884317,1.4335397679768642,263.518595874324,396.3589774562925,A
10513,da533ea2-a434-11e9-a2fc-000d3a38a36f,2019-04-16,2021-02-18,1.0,3.0,260.85,90.99,111.0,96.0,4.0,88.0,0.5156679001696157,1.0313358003392321,91.94579737971225,99.49463503819261,D
10514,5c8cc672-aade-11e9-a2fc-000d3a38a36f,2019-07-10,2021-05-24,2.0,2.0,273.85,299.96,99.0,98.0,4.0,143.0,0.5508305097192405,1.1016610194384804,148.75102237841745,171.93948775450386,C
10515,e1e50f52-4167-11eb-806e-000d3a38a36f,2019-07-28,2021-03-09,1.0,4.0,348.34,149.99,96.0,84.0,5.0,100.0,0.6297544883747848,1.2595089767495677,103.44909032507972,136.70853506457496,C
10516,bfaf0e2c-38b3-11eb-a48e-000d3a38a36f,2020-10-04,2021-02-09,2.0,3.0,453.22,394.75,34.0,18.0,5.0,170.0,0.9815637335526141,1.9631274671052272,175.2751505074329,361.0243831019363,A
10517,1329089c-6cf3-11ea-b576-000d3a38a36f,2018-06-13,2021-05-26,3.0,10.0,1003.87,384.25,155.0,154.0,13.0,107.0,0.8834133065739542,1.7668266131479058,108.374737248954,200.90450539423216,B
10518,d851bed0-abf5-11e9-a2fc-000d3a38a36f,2018-03-01,2020-07-21,1.0,8.0,473.41,197.91,170.0,125.0,9.0,75.0,0.6354154809987101,1.2708309619974327,76.53603887817117,102.05198467117597,D
10519,612e222c-9ddf-11e9-9897-000d3a38a36f,2017-11-04,2020-07-08,6.0,2.0,100.48,592.21,186.0,140.0,8.0,87.0,0.5511261398963889,1.1022522797927763,88.92489779335412,102.84236772201429,D
10520,ef831ebc-a8a5-11e9-a2fc-000d3a38a36f,2016-02-01,2021-03-26,7.0,5.0,537.89,654.6,278.0,269.0,12.0,99.0,0.5435099827148309,1.0870199654296373,100.40487336860538,114.51437311330295,D
10521,95e8c794-aec2-11e9-a2fc-000d3a38a36f,2018-11-12,2020-07-01,1.0,2.0,80.72,129.98,133.0,85.0,3.0,70.0,0.40449359066561164,0.8089871813312224,74.52281161344821,63.2555386266805,D
10522,57cfac0e-ac4a-11e9-a2fc-000d3a38a36f,2018-11-12,2021-04-20,1.0,4.0,411.34,79.06,133.0,127.0,5.0,98.0,0.5187886613368587,1.0375773226737157,101.39691717701248,110.38572354624314,D
10523,64c18944-aec2-11e9-a2fc-000d3a38a36f,2018-11-12,2020-07-15,1.0,3.0,299.96,85.99,133.0,87.0,4.0,96.0,0.4616411260012342,0.9232822520024697,100.2083755613421,97.07473097520501,D
10524,40c7d3ba-9ec6-11e9-9897-000d3a38a36f,2018-11-11,2020-07-07,2.0,2.0,239.96,521.82,133.0,86.0,4.0,190.0,0.4616411260012342,0.9232822520024697,197.29366919549278,191.12404280557973,B
10525,4c472856-a6e8-11e9-a2fc-000d3a38a36f,2014-09-08,2021-05-27,5.0,5.0,556.91,755.64,351.0,350.0,10.0,131.0,0.39472777139265863,0.7894555427853153,133.1014768937762,110.24990883636836,D
10527,c5da4998-78dc-11ea-b363-000d3a38a36f,2020-04-07,2020-07-05,1.0,2.0,119.98,160.99,60.0,13.0,3.0,94.0,0.6200537206088625,1.2401074412177264,99.5847426702135,129.57457864826992,C
10528,c9596028-a0d2-11e9-a2fc-000d3a38a36f,2019-02-11,2021-04-13,1.0,4.0,579.95,267.97,120.0,113.0,5.0,170.0,0.5530264338102019,1.1060528676204038,175.2751505074329,203.40607571427554,B
10529,6cf6806e-a9f5-11e9-a2fc-000d3a38a36f,2017-03-06,2020-08-25,2.0,1.0,60.49,343.97,221.0,181.0,3.0,135.0,0.2850389278540963,0.570077855708193,142.39887489218754,85.17426914148561,D
10530,3227e180-735d-11ea-92d0-000d3a38a36f,2019-12-08,2021-03-30,1.0,4.0,494.84,79.99,77.0,68.0,5.0,115.0,0.7074601449543768,1.4149202899087536,118.84038893558397,176.42646207685033,C
10531,9e9b2a6e-aba5-11e9-a2fc-000d3a38a36f,2017-05-19,2021-03-13,4.0,2.0,359.89,655.82,211.0,199.0,6.0,169.0,0.4199441654508784,0.8398883309017535,173.35528420386248,152.76586307741454,C
10533,7b54d056-ae60-11e9-a2fc-000d3a38a36f,2018-10-25,2021-02-08,4.0,4.0,221.44,479.96,136.0,120.0,8.0,88.0,0.6805089155197589,1.3610178310395193,89.94104395288045,128.436784895283,C
10534,34ab490c-122c-11ea-a001-000d3a38a36f,2020-10-30,2021-04-08,2.0,1.0,349.99,382.79,31.0,23.0,3.0,244.0,0.7865761333523628,1.5731522667047317,256.2218117749965,422.91641735187665,A
10535,4864632c-441f-11eb-806e-000d3a38a36f,2019-04-18,2021-03-20,3.0,2.0,509.48,2011.9,111.0,100.0,5.0,504.0,0.5795035246116007,1.1590070492232005,517.9880662346611,629.9027697768638,A
10536,8f3a83e2-3b84-11eb-a48e-000d3a38a36f,2020-12-11,2021-02-12,3.0,2.0,459.66,232.97,25.0,9.0,5.0,139.0,1.068186897636385,2.1363737952727675,143.46646671239077,321.58466524467724,A
10537,c64dcf9e-9ef3-11e9-9897-000d3a38a36f,2013-03-19,2021-01-22,11.0,2.0,260.96,1717.21,428.0,409.0,13.0,152.0,0.40582906336202745,0.8116581267240576,153.8191021334089,130.99390825626932,C
10538,00c2168c-a875-11e9-a2fc-000d3a38a36f,2016-01-16,2021-02-01,2.0,1.0,229.98,151.98,280.0,263.0,3.0,127.0,0.23792938555374415,0.4758587711074874,134.04489787326577,66.92618247502733,D
10539,b162a4be-aac5-11e9-a2fc-000d3a38a36f,2017-06-19,2020-07-19,3.0,3.0,320.47,179.94,206.0,161.0,6.0,83.0,0.4273641244028395,0.8547282488056801,85.4938395172245,76.67090076866296,D
10541,866d227a-b097-11e9-9757-000d3a38a36f,2015-11-25,2021-03-03,3.0,6.0,565.43,328.98,288.0,275.0,9.0,99.0,0.42998381435881045,0.8599676287176191,100.87987343610786,91.02366512618494,D
10542,7f10def8-ac06-11e9-a2fc-000d3a38a36f,2017-11-11,2020-08-30,4.0,2.0,280.48,689.96,185.0,146.0,6.0,162.0,0.46162074851125623,0.9232414970225236,166.20377126425242,160.99925885874097,C
10544,e6fee8f0-ad48-11e9-a2fc-000d3a38a36f,2016-11-05,2020-10-05,5.0,1.0,139.99,336.95,238.0,204.0,6.0,79.0,0.38394698674322836,0.7678939734864545,81.40726069459018,65.58916269504367,D
10546,ab4bb8f8-9da1-11e9-9897-000d3a38a36f,2014-01-17,2020-06-25,11.0,3.0,123.72,894.02,385.0,336.0,14.0,73.0,0.46957743050407263,0.9391548610081424,73.96410095095453,72.88293942184917,D
10547,e65fb4a8-b214-11e9-89fa-000d3a38a36f,2019-07-26,2021-03-03,2.0,1.0,199.99,149.98,97.0,84.0,3.0,117.0,0.4881901888729808,0.976380377745963,123.60242659961357,126.62332871284212,C
10548,424792f4-5be3-11ea-9632-000d3a38a36f,2019-12-27,2021-01-04,1.0,5.0,670.33,119.99,75.0,53.0,6.0,132.0,0.7957261822374854,1.5914523644749696,135.554430094495,226.34715783682176,B
10549,8e946800-d883-11e9-93bc-000d3a38a36f,2019-09-16,2020-07-23,4.0,3.0,540.66,745.97,89.0,44.0,7.0,184.0,0.8009064382748525,1.6018128765497037,187.99902443224138,315.9621515232059,A
10550,5abe3380-1384-11ea-a001-000d3a38a36f,2019-03-23,2021-02-15,1.0,2.0,519.95,146.98,114.0,99.0,3.0,222.0,0.4447347948918811,0.8894695897837618,233.2483749729617,217.67944303163173,B
10552,4ccbc8c0-b14e-11e9-9757-000d3a38a36f,2019-06-08,2020-07-25,2.0,3.0,484.93,199.97,103.0,59.0,5.0,137.0,0.6052616968581024,1.2105233937162048,141.41429356432354,179.61151719014433,C
10553,6af0dea0-7802-11ea-9b70-000d3a38a36f,2020-04-08,2020-11-24,1.0,3.0,1659.93,187.98,60.0,33.0,4.0,462.0,0.7076559539351585,1.4153119078703156,478.2213273709075,710.147868003974,A
10554,cb1e5004-5b4d-11ea-b8df-000d3a38a36f,2020-02-14,2021-04-21,1.0,5.0,731.87,301.43,68.0,62.0,6.0,172.0,0.8341451045373058,1.6682902090746095,176.42021832083825,308.80735993280604,A
10555,ed9d8a7a-ac69-11e9-a2fc-000d3a38a36f,2018-11-23,2021-04-07,4.0,1.0,119.99,547.39,132.0,124.0,5.0,133.0,0.5212711079251573,1.0425422158503084,137.30994726818906,150.19771879648295,C
10556,26dfa6b0-51fb-11ea-a243-000d3a38a36f,2019-12-06,2021-01-18,1.0,2.0,169.97,78.97,78.0,58.0,3.0,83.0,0.5480394950347713,1.0960789900695431,88.09802426919607,101.31545713254974,D
10557,4eced196-700f-11ea-b40c-000d3a38a36f,2020-03-27,2021-02-05,2.0,1.0,90.88,919.83,62.0,45.0,3.0,337.0,0.6111309808131755,1.222261961626352,353.336794619962,453.1279459193924,A
10558,0eaf3880-a6a7-11e9-a2fc-000d3a38a36f,2019-03-02,2021-02-25,17.0,10.0,1633.45,2328.5,117.0,104.0,27.0,147.0,1.9225244867760942,3.845048973552177,147.8477506844981,596.4640645943163,A
10559,e8d974f0-3a0b-11eb-a48e-000d3a38a36f,2020-12-09,2021-03-13,2.0,2.0,126.47,159.91,25.0,13.0,4.0,72.0,0.9505200073839618,1.9010400147679223,75.42064101645256,150.43509476468645,C
10560,987b8bde-2fc5-11ea-bb80-000d3a38a36f,2019-07-16,2021-05-24,1.0,3.0,240.86,99.99,98.0,97.0,4.0,85.0,0.5539784218639381,1.1079568437278835,88.84733056160105,103.284443676116,D
10561,e26d7c98-42c0-11eb-806e-000d3a38a36f,2020-12-20,2021-05-28,1.0,2.0,249.72,69.98,23.0,23.0,3.0,107.0,0.8495130434739476,1.6990260869478957,113.15995532596136,201.7253607312125,B
10562,84a591a2-af66-11e9-a2fc-000d3a38a36f,2017-02-22,2021-01-25,6.0,2.0,179.97,524.34,223.0,205.0,8.0,88.0,0.48315002072871577,0.9663000414574315,89.94104395288045,91.18798280121173,D
10563,1878aaf6-a173-11e9-a2fc-000d3a38a36f,2019-02-22,2021-05-24,2.0,2.0,219.96,599.96,119.0,117.0,4.0,205.0,0.4946183845443659,0.9892367690887305,212.78600328604873,220.85691120830785,B
10567,548c6d24-ab01-11e9-a2fc-000d3a38a36f,2016-10-08,2021-03-22,9.0,2.0,420.95,1000.77,242.0,232.0,11.0,129.0,0.5672302559179307,1.1344605118358615,130.8848176588982,155.79242673007656,C
10568,48136ca8-b21a-11e9-b5cf-000d3a38a36f,2019-03-16,2021-02-19,1.0,4.0,309.95,179.98,115.0,101.0,5.0,98.0,0.567429453449037,1.1348589068980721,101.39691717701248,120.7353117915398,D
10569,47f7627c-ad26-11e9-a2fc-000d3a38a36f,2017-11-04,2021-04-07,2.0,2.0,159.97,128.97,186.0,179.0,4.0,72.0,0.3686047037098117,0.7372094074196234,75.42064101645256,58.33762898469493,D
10571,8e447e8e-b219-11e9-b5cf-000d3a38a36f,2019-03-22,2020-06-29,1.0,3.0,219.97,69.99,115.0,66.0,4.0,72.0,0.5049238569352439,1.0098477138704878,75.42064101645256,79.91232975311887,D
10573,f9f8105e-9f32-11e9-9897-000d3a38a36f,2013-05-30,2021-02-26,3.0,1.0,150.88,266.99,418.0,404.0,4.0,104.0,0.19583851931447763,0.39167703862895525,108.47095374297194,44.57683784676553,D
10574,bc046404-a5be-11e9-a2fc-000d3a38a36f,2018-09-17,2020-07-18,2.0,1.0,90.49,248.97,141.0,96.0,3.0,113.0,0.3896486185348146,0.779297237069627,119.42543809015268,97.64896981625199,D
10575,1dbe99ac-2194-11ea-9618-000d3a38a36f,2019-03-28,2020-11-02,1.0,2.0,176.46,248.99,114.0,84.0,3.0,142.0,0.4447347948918811,0.8894695897837618,149.70860478374408,139.71581028226143,C
10576,5c62b106-ab98-11e9-a2fc-000d3a38a36f,2019-04-14,2020-09-28,2.0,3.0,377.92,509.96,111.0,76.0,5.0,178.0,0.5795035246116007,1.1590070492232005,183.48384309970183,223.1267253277733,B
10577,3c10af1e-aeba-11e9-a2fc-000d3a38a36f,2019-11-03,2021-04-02,2.0,7.0,1010.89,342.96,82.0,74.0,9.0,150.0,0.9871300007155112,1.9742600014310223,152.61052187172334,316.1233027052295,A
10578,2e480686-9d01-11e9-9897-000d3a38a36f,2019-08-07,2021-03-31,2.0,7.0,580.65,399.95,95.0,86.0,9.0,109.0,0.9125138801842595,1.8250277603685225,111.02313783524815,212.59383132599854,B
10580,ad3a2b06-ddcd-11e9-a848-000d3a38a36f,2019-09-21,2021-05-26,1.0,3.0,405.94,119.98,88.0,88.0,4.0,131.0,0.5875563700791092,1.1751127401582178,136.35715510597268,168.1222342150094,C
10581,d9fa1622-9f2c-11e9-9897-000d3a38a36f,2019-04-01,2020-12-21,5.0,3.0,310.7,796.93,113.0,90.0,8.0,138.0,0.7628937646295513,1.5257875292591025,140.74835192919645,225.3227616656771,B
10582,15b476ec-9d86-11e9-9897-000d3a38a36f,2019-11-12,2021-02-02,1.0,2.0,285.95,120.0,81.0,64.0,3.0,135.0,0.5376325495259433,1.0752650990518893,142.39887489218754,160.65335292022053,C
10583,aa04a068-6240-11ea-9d1a-000d3a38a36f,2020-03-04,2021-02-19,2.0,3.0,391.33,353.99,65.0,50.0,5.0,149.0,0.767252747990734,1.534505495981467,153.72733245272696,247.50685157305867,B
10584,d2e039ec-53d7-11ea-94d4-000d3a38a36f,2019-12-09,2020-07-02,2.0,2.0,304.96,155.98,77.0,29.0,4.0,115.0,0.6295293676545353,1.2590587353090712,119.83199874271298,158.30202851084965,C
10587,0192b6d2-43ae-11ea-8b43-000d3a38a36f,2019-07-29,2020-07-15,1.0,3.0,460.46,69.99,96.0,50.0,4.0,133.0,0.5603834331469657,1.1207668662939307,138.42279965138013,162.7760847953756,C
10588,d8adf4ba-7a68-11ea-8f20-000d3a38a36f,2020-04-09,2020-12-07,1.0,2.0,119.98,151.97,60.0,35.0,3.0,91.0,0.6200537206088625,1.2401074412177264,96.45200128811784,125.49841563659945,C
10589,5a14fe72-1bdc-11ea-ac4f-000d3a38a36f,2019-09-15,2020-12-11,1.0,2.0,305.47,237.84,89.0,65.0,3.0,181.0,0.511719863622801,1.023439727245601,190.43424275098766,204.491377655182,B
10590,39989606-a2b3-11e9-a2fc-000d3a38a36f,2019-03-16,2020-07-25,1.0,2.0,89.98,191.45,115.0,71.0,3.0,94.0,0.44241826042145116,0.8848365208429023,99.5847426702135,92.45353712919987,D
10591,2a748f72-5b2c-11ea-b900-000d3a38a36f,2020-02-27,2020-11-03,1.0,2.0,384.97,76.99,66.0,36.0,3.0,154.0,0.5940343526275085,1.188068705255016,162.23957031212672,202.23952198530134,B
10592,8f75e7bc-aca0-11e9-a2fc-000d3a38a36f,2018-08-05,2020-07-28,2.0,3.0,149.96,74.97,147.0,103.0,5.0,45.0,0.486361881399798,0.9727237627995943,47.01432875323078,47.9830059789538,D
10594,b74c85fa-43a0-11eb-806e-000d3a38a36f,2020-02-22,2021-03-03,6.0,4.0,334.96,564.88,66.0,54.0,10.0,90.0,1.181517565180882,2.363035130361768,91.57358753846154,227.04298773719103,B
10596,996cba92-2f6d-11eb-9c24-000d3a38a36f,2020-11-25,2020-12-30,2.0,1.0,114.98,255.97,27.0,5.0,3.0,124.0,0.8168340631215785,1.6336681262431583,130.91215649117012,224.39413373021037,B
10597,b6ebbf54-430a-11eb-806e-000d3a38a36f,2020-12-21,2021-05-21,1.0,2.0,254.84,249.9,23.0,22.0,3.0,168.0,0.8495130434739476,1.6990260869478957,176.8590300952398,315.2789477670423,A
10599,f3e5add2-afc9-11e9-9757-000d3a38a36f,2019-01-29,2021-03-16,3.0,1.0,195.86,333.47,122.0,111.0,4.0,132.0,0.4871611817803426,0.9743223635606859,137.3899773786764,140.4511855205622,C
10600,3c94148a-b12b-11e9-9757-000d3a38a36f,2018-12-11,2021-04-26,10.0,1.0,99.99,659.4,129.0,124.0,11.0,69.0,0.8784068012551901,1.7568136025103869,70.18334689561708,129.3681735390491,C
10603,0e4bde7e-aa04-11e9-a2fc-000d3a38a36f,2019-08-29,2020-12-24,1.0,2.0,124.98,84.99,92.0,69.0,3.0,70.0,0.502635154950314,1.0052703099006284,74.52281161344821,78.60311805378174,D
10604,e4bae1b8-a5c6-11e9-a2fc-000d3a38a36f,2018-09-29,2021-01-18,3.0,7.0,1796.78,343.98,139.0,120.0,10.0,214.0,0.7821766054166043,1.5643532108332265,217.17013095453515,356.45326531782575,A
10605,72782922-aa84-11e9-a2fc-000d3a38a36f,2019-07-06,2021-03-06,5.0,5.0,1247.65,845.93,99.0,87.0,10.0,209.0,0.9599613810190676,1.9199227620381352,212.10575420388705,427.27146962028047,A
10607,28c9b11c-b360-11e9-a043-000d3a38a36f,2019-07-31,2021-04-15,2.0,2.0,241.95,537.42,96.0,89.0,4.0,195.0,0.5603834331469657,1.1207668662939307,202.45778055901144,238.0769998783117,B
10608,214d94b6-1a09-11ea-941b-000d3a38a36f,2013-04-23,2021-01-13,3.0,2.0,185.86,327.47,423.0,403.0,5.0,103.0,0.21788089198003122,0.4357617839600571,106.52735004718058,48.705493742287366,D
10609,eb2be8b4-5bd1-11ea-9432-000d3a38a36f,2019-12-15,2021-04-20,3.0,4.0,530.39,221.96,76.0,70.0,7.0,107.0,0.8689649591132307,1.7379299182264534,109.57487746476441,199.807110621751,B
10610,38ac4248-11f7-11ea-916f-000d3a38a36f,2019-09-15,2021-03-04,2.0,2.0,996.99,968.91,89.0,77.0,4.0,491.0,0.5840165072858131,1.1680330145716262,508.1731732793157,622.779831053536,A
10611,79b442ba-e918-11ea-8145-000d3a38a36f,2020-08-28,2021-01-18,1.0,2.0,659.58,159.99,40.0,20.0,3.0,273.0,0.7260613854357952,1.4521227708715905,286.5049784685879,436.51904351331297,A
10612,d6e2bef4-aef8-11e9-a2fc-000d3a38a36f,2018-06-03,2021-01-20,10.0,3.0,118.95,1080.73,156.0,137.0,13.0,92.0,0.8796215533961731,1.7592431067923409,93.22661562080238,172.0812146029186,C
10614,5ae6329c-ac0d-11e9-a2fc-000d3a38a36f,2017-05-02,2020-08-30,4.0,2.0,357.44,179.94,213.0,174.0,6.0,90.0,0.4170478271001442,0.8340956542002895,92.64535245683457,81.07877578725497,D
10615,82a1351a-a772-11e9-a2fc-000d3a38a36f,2014-10-13,2021-03-27,3.0,3.0,327.23,466.34,346.0,337.0,6.0,132.0,0.28591398473659646,0.5718279694731963,135.554430094495,81.3292553086,D
10617,9b7564fa-b21a-11e9-b5cf-000d3a38a36f,2019-02-14,2020-08-27,1.0,3.0,225.46,259.99,120.0,80.0,4.0,121.0,0.49210741220656434,0.9842148244131294,126.02893237893537,130.14510728409087,C
10618,bfc40df8-3068-11ea-bb28-000d3a38a36f,2019-09-08,2020-09-15,1.0,3.0,111.96,209.99,90.0,53.0,4.0,80.0,0.5805190424233411,1.1610380848466815,83.68321919808241,101.94185472544163,D
10620,9dffd0ce-7afc-11ea-8f20-000d3a38a36f,2019-09-05,2021-01-20,1.0,3.0,200.86,384.9,91.0,72.0,4.0,146.0,0.577063218308302,1.1541264366166046,151.84948919652862,183.87996432866169,B
10621,189eea8a-ac8c-11e9-a2fc-000d3a38a36f,2020-04-10,2021-02-19,1.0,2.0,211.37,193.96,60.0,45.0,3.0,135.0,0.6200537206088625,1.2401074412177264,142.39887489218754,185.28213980776601,B
10622,6cbc2738-736d-11ea-92d0-000d3a38a36f,2020-04-10,2021-02-16,1.0,2.0,141.87,251.93,60.0,45.0,3.0,131.0,0.6200537206088625,1.2401074412177264,138.22188638272667,179.84725579220546,B
10623,177c7010-b050-11e9-9757-000d3a38a36f,2019-03-31,2021-03-25,1.0,2.0,239.98,119.99,113.0,104.0,3.0,120.0,0.4470757161421674,0.8941514322843348,126.73516798170922,118.89837187452676,D
10624,d24fabfe-71b7-11ea-adca-000d3a38a36f,2020-03-29,2020-07-20,2.0,1.0,100.49,267.96,61.0,16.0,3.0,123.0,0.6155600179158791,1.2311200358317582,129.8679093638049,167.75286065771024,C
10625,770cc030-5b3a-11ea-8bdc-000d3a38a36f,2019-12-16,2020-07-12,1.0,2.0,190.47,165.0,76.0,30.0,3.0,118.0,0.5552042150244453,1.1104084300488892,124.64667372697879,145.22157083222538,C
10626,0f1ed442-4382-11ea-8b43-000d3a38a36f,2019-11-24,2020-11-25,1.0,4.0,1034.16,191.97,79.0,52.0,5.0,245.0,0.6983891434861031,1.3967782869722072,252.2316435599542,369.65342236753,A
10627,f831d754-5b4e-11ea-83b7-000d3a38a36f,2020-03-09,2020-11-14,1.0,3.0,190.95,286.96,64.0,36.0,4.0,119.0,0.6875781598066701,1.375156319613349,123.9632878335279,178.85984154652775,C
10628,91b32052-72e4-11ea-92d0-000d3a38a36f,2019-12-30,2021-03-25,1.0,2.0,410.96,76.99,74.0,64.0,3.0,163.0,0.5625587505311236,1.1251175010622512,171.6377944584137,202.61821809592624,B
10631,12806c5e-1a97-11ea-98d5-000d3a38a36f,2019-09-16,2020-07-26,3.0,5.0,984.61,1160.77,89.0,45.0,8.0,268.0,0.873203081937866,1.746406163875729,272.847352667618,499.9570377547727,A
10632,11b4a512-3980-11ea-85d6-000d3a38a36f,2019-12-02,2021-01-04,1.0,3.0,684.95,153.99,78.0,57.0,4.0,210.0,0.6254674373571204,1.2509348747142415,217.95011464956738,286.0615506476267,A
10634,b3317538-ae01-11e9-a2fc-000d3a38a36f,2017-03-10,2020-12-03,3.0,2.0,110.48,370.96,221.0,195.0,5.0,96.0,0.36558048686750655,0.7311609737350131,99.34474402894524,76.21239048765023,D
10635,7297e97e-7789-11ea-9b70-000d3a38a36f,2020-04-06,2021-03-03,2.0,2.0,73.87,221.97,60.0,47.0,4.0,74.0,0.7076559539351585,1.4153119078703156,77.48628556186002,115.06538362439738,D
10636,075828d4-446d-11eb-806e-000d3a38a36f,2020-05-13,2021-03-27,1.0,3.0,622.24,79.99,55.0,45.0,4.0,176.0,0.7344645951148032,1.4689291902296064,182.83415737764054,281.7901978787034,A
10637,4ef44038-ab58-11e9-a2fc-000d3a38a36f,2017-11-15,2021-03-06,3.0,1.0,89.99,399.95,185.0,172.0,4.0,122.0,0.37001168420997155,0.7400233684199484,127.06175465163909,98.65701446359917,D
10639,62c89d42-4473-11eb-806e-000d3a38a36f,2020-12-22,2021-03-12,1.0,3.0,675.91,96.32,23.0,11.0,4.0,193.0,0.9695336761621284,1.939067352324256,200.39213601360396,407.7005103889267,A
10640,e4afdfb2-ad2c-11e9-a2fc-000d3a38a36f,2018-06-20,2021-01-26,4.0,2.0,139.97,373.57,154.0,136.0,6.0,86.0,0.523574463866827,1.0471489277336552,88.55877363420025,97.29885564470067,D
10643,7fac1566-ab3f-11e9-a2fc-000d3a38a36f,2017-10-09,2021-02-16,11.0,3.0,290.86,1481.85,190.0,175.0,14.0,127.0,0.8125493217448129,1.6250986434896257,128.45890139055322,219.03404201289197,B
10645,7621fea6-3fbf-11ea-aa6b-000d3a38a36f,2019-07-15,2021-04-28,1.0,3.0,343.93,212.9,98.0,93.0,4.0,139.0,0.5539784218639381,1.1079568437278835,144.61973328760251,168.11949895154095,C
10646,d341bab6-53d5-11ea-94d4-000d3a38a36f,2019-12-14,2020-12-24,4.0,2.0,428.95,418.88,76.0,54.0,6.0,141.0,0.7905247730910338,1.5810495461820653,144.74923244542222,240.1206087360363,B
10647,6dc60406-9ed3-11e9-9897-000d3a38a36f,2014-01-17,2021-05-20,3.0,3.0,334.67,129.8,385.0,383.0,6.0,77.0,0.26177749050712346,0.5235549810142447,79.36397128327302,43.59667553177694,D
10648,00f9ba18-aab1-11e9-a2fc-000d3a38a36f,2017-06-22,2021-04-19,1.0,2.0,399.95,179.25,206.0,200.0,3.0,193.0,0.30014791603673724,0.600295832073474,202.9652082793703,127.83642387676682,C
10649,57c78fc8-abfb-11e9-a2fc-000d3a38a36f,2018-03-05,2021-01-28,1.0,5.0,392.65,49.99,169.0,151.0,6.0,74.0,0.49164696052475276,0.9832939210495111,76.29903716629727,78.71728345568756,D
10650,f9a66310-aecf-11e9-a2fc-000d3a38a36f,2018-11-12,2020-06-22,2.0,3.0,480.46,431.51,133.0,84.0,5.0,182.0,0.5187886613368587,1.0375773226737157,187.5881893958363,204.21782625836624,B
10651,18f03a1e-74f2-11ea-bb48-000d3a38a36f,2018-11-16,2021-03-10,1.0,5.0,684.86,129.98,133.0,121.0,6.0,136.0,0.5759361966724817,1.1518723933449613,139.6410089171293,168.7660299039207,C
10652,fc12b3f2-aece-11e9-a2fc-000d3a38a36f,2018-11-16,2020-12-22,1.0,2.0,585.96,119.99,133.0,110.0,3.0,235.0,0.40449359066561164,0.8089871813312224,246.82358762870956,209.50576935031017,B
10654,05d0ddb0-b2d0-11e9-a852-000d3a38a36f,2019-07-30,2020-11-24,1.0,3.0,434.69,50.99,96.0,69.0,4.0,121.0,0.5603834331469657,1.1207668662939307,126.02893237893537,148.2017141341622,C
10655,db00a1dc-a0c9-11e9-a2fc-000d3a38a36f,2019-02-04,2021-04-26,5.0,10.0,1456.9,464.96,121.0,116.0,15.0,128.0,1.156346359110583,2.312692718221169,129.3693569123585,313.91859257900506,A
10656,b860dbd6-a387-11e9-a2fc-000d3a38a36f,2019-03-31,2020-06-14,1.0,7.0,1198.34,156.98,113.0,63.0,8.0,169.0,0.7628937646295513,1.5257875292591025,172.24888287451236,275.75167631545037,A
10658,4188b24a-2915-11ea-b87a-000d3a38a36f,2019-08-29,2020-11-13,1.0,3.0,205.47,233.97,92.0,63.0,4.0,110.0,0.5736482956806346,1.1472965913612685,114.66788737919433,138.03372269483782,C
